APP,VSZ(GB),RSS(GB)
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,36.78,35.12
bc_28,38.77,37.08
bc_28,39.77,38.59
bc_28,39.77,38.63
bc_28,39.77,38.66
bc_28,39.77,38.68
bc_28,39.77,38.70
bc_28,39.77,38.73
bc_28,39.77,38.75
bc_28,39.77,38.78
bc_28,39.77,38.79
bc_28,39.77,38.81
bc_28,39.77,38.82
bc_28,39.77,38.84
bc_28,39.77,38.85
bc_28,39.77,38.85
bc_28,39.77,38.86
bc_28,39.77,38.87
bc_28,39.77,38.88
bc_28,39.77,38.89
bc_28,39.77,38.89
bc_28,39.77,38.90
bc_28,39.77,38.90
bc_28,39.77,38.91
bc_28,39.77,38.91
bc_28,39.77,38.92
bc_28,39.77,38.92
bc_28,39.77,38.93
bc_28,39.77,38.93
bc_28,39.77,38.94
bc_28,39.77,38.94
bc_28,39.77,38.94
bc_28,39.77,38.95
bc_28,39.77,38.95
bc_28,39.77,38.95
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,37.77,36.89
bc_28,38.77,36.87
bc_28,39.77,38.58
bc_28,39.77,38.62
bc_28,39.77,38.65
bc_28,39.77,38.67
bc_28,39.77,38.69
bc_28,39.77,38.70
bc_28,39.77,38.72
bc_28,39.77,38.73
bc_28,39.77,38.74
bc_28,39.77,38.75
bc_28,39.77,38.76
bc_28,39.77,38.77
bc_28,39.77,38.77
bc_28,39.77,38.78
bc_28,39.77,38.79
bc_28,39.77,38.79
bc_28,39.77,38.80
bc_28,39.77,38.81
bc_28,39.77,38.81
bc_28,39.77,38.82
bc_28,39.77,38.82
bc_28,39.77,38.83
bc_28,39.77,38.83
bc_28,39.77,38.84
bc_28,39.77,38.84
bc_28,39.77,38.84
bc_28,39.77,38.85
bc_28,39.77,38.85
bc_28,39.77,38.86
bc_28,39.77,38.86
bc_28,39.77,38.86
bc_28,39.77,38.87
bc_28,39.77,38.87
bc_28,39.77,38.87
bc_28,39.77,38.87
bc_28,39.77,38.88
bc_28,39.77,38.88
bc_28,39.77,38.88
bc_28,39.77,38.88
bc_28,39.77,38.89
bc_28,39.77,38.89
bc_28,39.77,38.89
bc_28,39.77,38.89
bc_28,39.77,38.90
bc_28,39.77,38.90
bc_28,39.77,38.91
bc_28,39.77,38.91
bc_28,39.77,38.92
bc_28,39.77,38.92
bc_28,39.77,38.93
bc_28,39.77,38.93
bc_28,39.77,38.94
bc_28,39.77,38.94
bc_28,39.77,38.94
bc_28,39.77,38.95
bc_28,39.77,38.95
bc_28,39.77,38.95
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,34.78,33.74
bc_28,38.77,37.32
bc_28,39.77,38.60
bc_28,39.77,38.64
bc_28,39.77,38.66
bc_28,39.77,38.68
bc_28,39.77,38.70
bc_28,39.77,38.71
bc_28,39.77,38.72
bc_28,39.77,38.73
bc_28,39.77,38.74
bc_28,39.77,38.75
bc_28,39.77,38.76
bc_28,39.77,38.77
bc_28,39.77,38.78
bc_28,39.77,38.78
bc_28,39.77,38.79
bc_28,39.77,38.80
bc_28,39.77,38.80
bc_28,39.77,38.81
bc_28,39.77,38.81
bc_28,39.77,38.82
bc_28,39.77,38.82
bc_28,39.77,38.83
bc_28,39.77,38.83
bc_28,39.77,38.84
bc_28,39.77,38.84
bc_28,39.77,38.84
bc_28,39.77,38.85
bc_28,39.77,38.85
bc_28,39.77,38.86
bc_28,39.77,38.87
bc_28,39.77,38.88
bc_28,39.77,38.89
bc_28,39.77,38.89
bc_28,39.77,38.90
bc_28,39.77,38.91
bc_28,39.77,38.91
bc_28,39.77,38.92
bc_28,39.77,38.92
bc_28,39.77,38.93
bc_28,39.77,38.93
bc_28,39.77,38.94
bc_28,39.77,38.94
bc_28,39.77,38.94
bc_28,39.77,38.95
bc_28,39.77,38.95
bc_28,39.77,38.95
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,38.77,35.38
bc_28,39.77,38.32
bc_28,39.77,38.61
bc_28,39.77,38.65
bc_28,39.77,38.67
bc_28,39.77,38.69
bc_28,39.77,38.70
bc_28,39.77,38.72
bc_28,39.77,38.73
bc_28,39.77,38.74
bc_28,39.77,38.75
bc_28,39.77,38.76
bc_28,39.77,38.76
bc_28,39.77,38.77
bc_28,39.77,38.78
bc_28,39.77,38.80
bc_28,39.77,38.82
bc_28,39.77,38.83
bc_28,39.77,38.84
bc_28,39.77,38.85
bc_28,39.77,38.86
bc_28,39.77,38.87
bc_28,39.77,38.88
bc_28,39.77,38.89
bc_28,39.77,38.89
bc_28,39.77,38.90
bc_28,39.77,38.90
bc_28,39.77,38.91
bc_28,39.77,38.92
bc_28,39.77,38.92
bc_28,39.77,38.92
bc_28,39.77,38.93
bc_28,39.77,38.93
bc_28,39.77,38.94
bc_28,39.77,38.94
bc_28,39.77,38.95
bc_28,39.77,38.95
bc_28,39.77,38.95
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,38.77,38.00
bc_28,38.77,36.77
bc_28,39.77,38.58
bc_28,39.77,38.63
bc_28,39.77,38.66
bc_28,39.77,38.68
bc_28,39.77,38.69
bc_28,39.77,38.71
bc_28,39.77,38.72
bc_28,39.77,38.73
bc_28,39.77,38.74
bc_28,39.77,38.75
bc_28,39.77,38.76
bc_28,39.77,38.77
bc_28,39.77,38.78
bc_28,39.77,38.78
bc_28,39.77,38.79
bc_28,39.77,38.79
bc_28,39.77,38.80
bc_28,39.77,38.81
bc_28,39.77,38.81
bc_28,39.77,38.82
bc_28,39.77,38.82
bc_28,39.77,38.83
bc_28,39.77,38.84
bc_28,39.77,38.85
bc_28,39.77,38.86
bc_28,39.77,38.87
bc_28,39.77,38.88
bc_28,39.77,38.88
bc_28,39.77,38.89
bc_28,39.77,38.90
bc_28,39.77,38.90
bc_28,39.77,38.91
bc_28,39.77,38.91
bc_28,39.77,38.92
bc_28,39.77,38.92
bc_28,39.77,38.93
bc_28,39.77,38.93
bc_28,39.77,38.94
bc_28,39.77,38.94
bc_28,39.77,38.95
bc_28,39.77,38.95
bc_28,39.77,38.95
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,38.77,35.39
bc_28,39.77,38.42
bc_28,39.77,38.61
bc_28,39.77,38.65
bc_28,39.77,38.67
bc_28,39.77,38.69
bc_28,39.77,38.70
bc_28,39.77,38.72
bc_28,39.77,38.73
bc_28,39.77,38.74
bc_28,39.77,38.75
bc_28,39.77,38.78
bc_28,39.77,38.80
bc_28,39.77,38.81
bc_28,39.77,38.83
bc_28,39.77,38.84
bc_28,39.77,38.85
bc_28,39.77,38.86
bc_28,39.77,38.87
bc_28,39.77,38.87
bc_28,39.77,38.88
bc_28,39.77,38.89
bc_28,39.77,38.90
bc_28,39.77,38.90
bc_28,39.77,38.91
bc_28,39.77,38.91
bc_28,39.77,38.92
bc_28,39.77,38.92
bc_28,39.77,38.93
bc_28,39.77,38.93
bc_28,39.77,38.94
bc_28,39.77,38.94
bc_28,39.77,38.94
bc_28,39.77,38.95
bc_28,39.77,38.95
bc_28,39.77,38.95
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,38.18
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,34.78,34.01
bc_28,38.77,37.41
bc_28,39.77,38.60
bc_28,39.77,38.64
bc_28,39.77,38.67
bc_28,39.77,38.69
bc_28,39.77,38.73
bc_28,39.77,38.76
bc_28,39.77,38.78
bc_28,39.77,38.80
bc_28,39.77,38.81
bc_28,39.77,38.82
bc_28,39.77,38.84
bc_28,39.77,38.85
bc_28,39.77,38.86
bc_28,39.77,38.86
bc_28,39.77,38.87
bc_28,39.77,38.88
bc_28,39.77,38.89
bc_28,39.77,38.89
bc_28,39.77,38.90
bc_28,39.77,38.90
bc_28,39.77,38.91
bc_28,39.77,38.91
bc_28,39.77,38.92
bc_28,39.77,38.92
bc_28,39.77,38.93
bc_28,39.77,38.93
bc_28,39.77,38.94
bc_28,39.77,38.94
bc_28,39.77,38.94
bc_28,39.77,38.95
bc_28,39.77,38.95
bc_28,39.77,38.95
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,36.78,36.38
bc_28,38.77,36.93
bc_28,39.77,38.59
bc_28,39.77,38.63
bc_28,39.77,38.66
bc_28,39.77,38.68
bc_28,39.77,38.71
bc_28,39.77,38.74
bc_28,39.77,38.77
bc_28,39.77,38.79
bc_28,39.77,38.80
bc_28,39.77,38.82
bc_28,39.77,38.83
bc_28,39.77,38.84
bc_28,39.77,38.85
bc_28,39.77,38.86
bc_28,39.77,38.87
bc_28,39.77,38.88
bc_28,39.77,38.88
bc_28,39.77,38.89
bc_28,39.77,38.90
bc_28,39.77,38.90
bc_28,39.77,38.91
bc_28,39.77,38.91
bc_28,39.77,38.92
bc_28,39.77,38.92
bc_28,39.77,38.93
bc_28,39.77,38.93
bc_28,39.77,38.93
bc_28,39.77,38.94
bc_28,39.77,38.94
bc_28,39.77,38.95
bc_28,39.77,38.95
bc_28,39.77,38.95
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,37.77,36.63
bc_28,38.77,36.91
bc_28,39.77,38.58
bc_28,39.77,38.64
bc_28,39.77,38.68
bc_28,39.77,38.71
bc_28,39.77,38.73
bc_28,39.77,38.75
bc_28,39.77,38.76
bc_28,39.77,38.77
bc_28,39.77,38.79
bc_28,39.77,38.80
bc_28,39.77,38.80
bc_28,39.77,38.81
bc_28,39.77,38.82
bc_28,39.77,38.83
bc_28,39.77,38.84
bc_28,39.77,38.84
bc_28,39.77,38.85
bc_28,39.77,38.85
bc_28,39.77,38.86
bc_28,39.77,38.87
bc_28,39.77,38.87
bc_28,39.77,38.88
bc_28,39.77,38.88
bc_28,39.77,38.88
bc_28,39.77,38.89
bc_28,39.77,38.89
bc_28,39.77,38.90
bc_28,39.77,38.90
bc_28,39.77,38.90
bc_28,39.77,38.91
bc_28,39.77,38.91
bc_28,39.77,38.91
bc_28,39.77,38.92
bc_28,39.77,38.92
bc_28,39.77,38.92
bc_28,39.77,38.93
bc_28,39.77,38.93
bc_28,39.77,38.93
bc_28,39.77,38.93
bc_28,39.77,38.94
bc_28,39.77,38.94
bc_28,39.77,38.94
bc_28,39.77,38.94
bc_28,39.77,38.95
bc_28,39.77,38.95
bc_28,39.77,38.95
bc_28,39.77,38.95
bc_28,39.77,38.95
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,38.52
bc_28,38.77,36.13
bc_28,39.77,38.55
bc_28,39.77,38.62
bc_28,39.77,38.65
bc_28,39.77,38.67
bc_28,39.77,38.69
bc_28,39.77,38.71
bc_28,39.77,38.72
bc_28,39.77,38.74
bc_28,39.77,38.75
bc_28,39.77,38.76
bc_28,39.77,38.76
bc_28,39.77,38.77
bc_28,39.77,38.78
bc_28,39.77,38.79
bc_28,39.77,38.79
bc_28,39.77,38.80
bc_28,39.77,38.80
bc_28,39.77,38.81
bc_28,39.77,38.81
bc_28,39.77,38.82
bc_28,39.77,38.83
bc_28,39.77,38.83
bc_28,39.77,38.83
bc_28,39.77,38.84
bc_28,39.77,38.84
bc_28,39.77,38.85
bc_28,39.77,38.85
bc_28,39.77,38.85
bc_28,39.77,38.86
bc_28,39.77,38.86
bc_28,39.77,38.86
bc_28,39.77,38.87
bc_28,39.77,38.87
bc_28,39.77,38.87
bc_28,39.77,38.88
bc_28,39.77,38.88
bc_28,39.77,38.88
bc_28,39.77,38.88
bc_28,39.77,38.89
bc_28,39.77,38.89
bc_28,39.77,38.89
bc_28,39.77,38.89
bc_28,39.77,38.90
bc_28,39.77,38.90
bc_28,39.77,38.90
bc_28,39.77,38.90
bc_28,39.77,38.91
bc_28,39.77,38.91
bc_28,39.77,38.91
bc_28,39.77,38.91
bc_28,39.77,38.92
bc_28,39.77,38.92
bc_28,39.77,38.93
bc_28,39.77,38.93
bc_28,39.77,38.94
bc_28,39.77,38.94
bc_28,39.77,38.95
bc_28,39.77,38.95
bc_28,39.77,38.95
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,38.77,38.00
bc_28,38.77,36.64
bc_28,39.77,38.57
bc_28,39.77,38.62
bc_28,39.77,38.65
bc_28,39.77,38.67
bc_28,39.77,38.69
bc_28,39.77,38.70
bc_28,39.77,38.72
bc_28,39.77,38.73
bc_28,39.77,38.74
bc_28,39.77,38.77
bc_28,39.77,38.79
bc_28,39.77,38.81
bc_28,39.77,38.82
bc_28,39.77,38.83
bc_28,39.77,38.84
bc_28,39.77,38.85
bc_28,39.77,38.86
bc_28,39.77,38.87
bc_28,39.77,38.88
bc_28,39.77,38.89
bc_28,39.77,38.89
bc_28,39.77,38.90
bc_28,39.77,38.90
bc_28,39.77,38.91
bc_28,39.77,38.91
bc_28,39.77,38.92
bc_28,39.77,38.92
bc_28,39.77,38.93
bc_28,39.77,38.93
bc_28,39.77,38.94
bc_28,39.77,38.94
bc_28,39.77,38.94
bc_28,39.77,38.95
bc_28,39.77,38.95
bc_28,39.77,38.95
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,38.34
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,36.78,35.77
bc_28,38.77,37.03
bc_28,39.77,38.59
bc_28,39.77,38.63
bc_28,39.77,38.66
bc_28,39.77,38.68
bc_28,39.77,38.70
bc_28,39.77,38.71
bc_28,39.77,38.72
bc_28,39.77,38.73
bc_28,39.77,38.74
bc_28,39.77,38.75
bc_28,39.77,38.76
bc_28,39.77,38.77
bc_28,39.77,38.78
bc_28,39.77,38.78
bc_28,39.77,38.79
bc_28,39.77,38.79
bc_28,39.77,38.80
bc_28,39.77,38.81
bc_28,39.77,38.82
bc_28,39.77,38.83
bc_28,39.77,38.84
bc_28,39.77,38.85
bc_28,39.77,38.86
bc_28,39.77,38.87
bc_28,39.77,38.88
bc_28,39.77,38.89
bc_28,39.77,38.89
bc_28,39.77,38.90
bc_28,39.77,38.90
bc_28,39.77,38.91
bc_28,39.77,38.92
bc_28,39.77,38.92
bc_28,39.77,38.93
bc_28,39.77,38.93
bc_28,39.77,38.94
bc_28,39.77,38.94
bc_28,39.77,38.94
bc_28,39.77,38.95
bc_28,39.77,38.95
bc_28,39.77,38.95
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.98
